5000 4378283
5000 4364589
5000 3910151
5000 4371091
6000 3855387
6000 3889419
6000 4162709
6000 3929877
7000 6446935
7000 5740171
7000 6223462
7000 5223165
8000 5984720
8000 5299597
8000 5407690
8000 5278825
9000 5646020
9000 5657698
9000 5707386
9000 5668068
10000 6274614
10000 6473678
10000 6254440
10000 6252160
11000 6923658
11000 7171648
11000 6984974
11000 6907884
12000 7619676
12000 7636728
12000 7519432
12000 7569734
13000 8232136
13000 8298594
13000 8286786
13000 8235972
14000 9036490
14000 8987056
14000 8863824
14000 8869162
15000 9957875
15000 9609038
15000 9606348
15000 9583782
16000 10301616
16000 10231610
16000 10314730
16000 10302998
17000 11270076
17000 11215996
17000 11167722
17000 13925106
18000 12152920
18000 11873904
18000 11858872
18000 11971340
19000 12723505
19000 12663274
19000 12693642
19000 12656790
20000 13337384
20000 13324516
20000 13301522
20000 13364564
21000 14114306
21000 13896278
21000 14035034
21000 13952282
22000 14594946
22000 14779953
22000 14648834
22000 14635830
23000 15488226
23000 15307986
23000 15226558
23000 15276152
24000 16009788
24000 15917904
24000 15917350
24000 16001680
25000 16684860
25000 16633562
25000 16649540
25000 16567548
26000 17419344
26000 17424434
26000 17382960
26000 17384246
27000 18101650
27000 19592942
27000 17934504
27000 18090894
28000 19992474
28000 18892688
28000 19078846
28000 18910036
29000 19615560
29000 19440522
29000 19478468
29000 19480734
30000 20453652
30000 20153026
30000 20165634
30000 20174444
31000 21107746
31000 20962858
31000 20891608
31000 20889180
32000 21775486
32000 21802808
32000 21631928
32000 21589548
33000 22971746
33000 22986514
33000 23037448
33000 23010628
34000 23621742
34000 23658938
34000 23626730
34000 23617158
35000 24580558
35000 24474698
35000 24396718
35000 24366360
36000 24967314
36000 24957378
36000 24961212
36000 25014958
37000 25803914
37000 25831008
37000 25767172
37000 25693520
38000 26442198
38000 26401198
38000 26632102
38000 26538218
39000 27205640
39000 27297306
39000 27470338
39000 27527817
40000 28026058
40000 28179620
40000 27846578
40000 27935046
41000 28673568
41000 28673072
41000 28693470
41000 28781574
42000 29559188
42000 29587274
42000 29449766
42000 29369014
43000 30088922
43000 29944936
43000 29935330
43000 30108676
44000 30735758
44000 30744974
44000 30725644
44000 30835720
45000 31588356
45000 31631373
45000 31588302
45000 31483938
46000 32067734
46000 32022430
46000 32018012
46000 32046801
47000 32984908
47000 32972214
47000 33133992
47000 33083642
48000 33662532
48000 33704042
48000 33695072
48000 33641496
49000 34675446
49000 34691084
49000 34692914
49000 34611244
50000 34970940
50000 35102282
50000 35330988
50000 34941432
51000 35979120
51000 36006370
51000 35961024
51000 35970806
52000 36656702
52000 36957320
52000 36552640
52000 36580426
53000 37578930
53000 37591680
53000 37660712
53000 37389452
54000 38323048
54000 38354552
54000 38348364
54000 38521232
55000 39203052
55000 39102640
55000 39041172
55000 39057788
56000 39453390
56000 39477766
56000 39341128
56000 39350484
57000 40186502
57000 40235846
57000 40052248
57000 40276908
58000 41606526
58000 41459502
58000 41487862
58000 41511962
59000 41657098
59000 41823724
59000 41677828
59000 41636814
60000 42502140
60000 42625122
60000 42272778
60000 42431038
61000 43287200
61000 43196424
61000 43257012
61000 43274222
62000 43703458
62000 43965470
62000 43669032
62000 44031164
63000 44831410
63000 44714416
63000 44891062
63000 44704624
64000 45541716
64000 45613850
64000 45603086
64000 45537850
65000 46218364
65000 46733728
65000 46274048
65000 46426250
66000 48043356
66000 48049932
66000 47997036
66000 48061514
67000 49532410
67000 49216594
67000 49218604
67000 49390090
68000 49645452
68000 49602732
68000 49788740
68000 49640680
69000 50736198
69000 50517220
69000 50430896
69000 50465224
70000 51150914
70000 51174666
70000 50988884
70000 51186730
71000 51958284
71000 51844698
71000 51815726
71000 51912722
72000 52512278
72000 52657072
72000 52729602
72000 52868360
73000 53531714
73000 53516304
73000 53428714
73000 53524958
74000 54190492
74000 54359053
74000 54356394
74000 54100178
75000 54890884
75000 54767652
75000 55102156
75000 54729528
76000 56022868
76000 55950290
76000 55727816
76000 56150762
77000 56266468
77000 56292574
77000 56169980
77000 56410305
78000 57200938
78000 57293637
78000 57536584
78000 57267686
79000 58014980
79000 57942458
79000 58473648
79000 57962412
80000 58601870
80000 58438086
80000 58492588
80000 58428366
81000 59502550
81000 59983666
81000 59491872
81000 59433536
82000 60465108
82000 60626238
82000 60534270
82000 60254694
83000 60928924
83000 61179988
83000 61024020
83000 60834386
84000 61666724
84000 61459920
84000 61508484
84000 61695372
85000 62598838
85000 62472452
85000 62649406
85000 62326558
86000 63258880
86000 63070526
86000 62980574
86000 63576992
87000 64242450
87000 64494128
87000 64112882
87000 64187150
88000 65065226
88000 64581564
88000 64775278
88000 64655134
89000 65645874
89000 65485794
89000 65429560
89000 65314488
90000 66162492
90000 66442112
90000 66504784
90000 66517788
91000 67331522
91000 67319294
91000 67086454
91000 67225928
92000 67706478
92000 67896002
92000 68007088
92000 67884472
93000 68663800
93000 68733506
93000 68682772
93000 68638640
94000 69245702
94000 69218266
94000 69234438
94000 69023570
95000 70441272
95000 70485987
95000 70314068
95000 70516204
96000 71000830
96000 70687156
96000 70788858
96000 71047196
97000 71480036
97000 71429828
97000 71285348
97000 71354811
98000 72325067
98000 74002734
98000 72110089
98000 71957082
99000 73542448
99000 73372238
99000 73051520
99000 73177332
100000 74183504
100000 74272204
100000 73909682
100000 73897466
